0.051685,0.002904,2.976084,-3.085464
0.051685,0.002904,2.976129,-0.000985
0.051685,0.002904,2.976086,-0.000985
0.051685,0.002904,2.976136,-0.000985
0.051685,0.002904,2.975095,-0.000985
0.051383,0.002955,2.972663,-0.001002
0.051213,0.002985,2.954531,-0.001012
0.051766,0.002879,2.936131,-0.000977
0.051857,0.002857,2.921251,-0.000969
0.051909,0.002844,2.896172,-0.000965
0.051435,0.002961,2.880667,-0.001004
0.050256,0.00329,2.850691,-0.001115
0.050759,0.003153,2.833525,-0.001069
0.051053,0.003057,2.816693,-0.001037
0.052246,0.002656,2.796134,-0.000901
0.051816,0.002794,2.770449,-0.000948
0.051824,0.00279,2.754414,-0.000946
0.051832,0.002787,2.73744,-0.000945
0.052004,0.002712,2.708436,-0.00092
0.052032,0.002696,2.693185,-0.000915
0.052048,0.002688,2.668455,-0.000912
0.052051,0.002686,2.643354,-0.000911
0.052051,0.002686,2.630913,-0.000911
0.052051,0.002686,2.607182,-0.000911
0.052051,0.002686,2.588412,-0.000911
0.052051,0.002687,2.57206,-0.000911
0.052051,0.002686,2.548537,-0.000911
0.052051,0.002687,2.532878,-0.000911
0.051441,0.003108,2.505757,-0.001054
0.052072,0.002656,2.486609,-0.000901
0.052037,0.002665,2.471593,-0.000904
0.051905,0.002768,2.449933,-0.000939
0.05199,0.002704,2.427169,-0.000917
0.052087,0.002618,2.410385,-0.000888
0.052035,0.00266,2.394418,-0.000902
0.05189,0.002793,2.365351,-0.000947
0.051775,0.002907,2.353186,-0.000986
0.051981,0.002707,2.327568,-0.000918
0.052015,0.002666,2.302888,-0.000904
0.05191,0.002778,2.289619,-0.000942
0.05186,0.00284,2.267259,-0.000963
0.051982,0.002698,2.247194,-0.000915
0.051998,0.002673,2.230075,-0.000907
0.05201,0.002657,2.208515,-0.000901
0.052011,0.002655,2.18691,-0.000901
0.052012,0.002654,2.171527,-0.0009
0.051452,0.00346,2.146565,-0.001173
0.051079,0.004042,2.131237,-0.001371
0.051691,0.003109,2.103612,-0.001055
0.051693,0.003088,2.087729,-0.001047
0.051703,0.003066,2.070575,-0.00104
0.051478,0.003463,2.05198,-0.001174
0.051376,0.003681,2.027809,-0.001248
0.051663,0.003127,2.01126,-0.001061
0.051925,0.002561,1.995291,-0.000869
0.051906,0.00256,1.968404,-0.000868
0.051933,0.002495,1.951883,-0.000846
0.051631,0.003227,1.928141,-0.001095
0.05156,0.003459,1.906235,-0.001173
0.051521,0.003571,1.893198,-0.001211
0.051801,0.002764,1.869621,-0.000938
0.0518,0.002768,1.850776,-0.000939
0.0518,0.002769,1.83611,-0.000939
0.0518,0.002771,1.813554,-0.00094
0.051841,0.002616,1.79761,-0.000887
0.05181,0.002729,1.771612,-0.000926
0.051815,0.002719,1.756156,-0.000922
0.051813,0.002729,1.740192,-0.000926
0.051814,0.002726,1.720765,-0.000925
0.051778,0.002957,1.697588,-0.001003
0.051773,0.002995,1.682536,-0.001016
0.051815,0.002665,1.665074,-0.000904
0.051806,0.002718,1.638691,-0.000922
0.051793,0.002867,1.622464,-0.000972
0.051792,0.002944,1.59958,-0.000999
0.051809,0.002477,1.577092,-0.00084
0.05181,0.002237,1.564504,-0.000759
0.051801,0.002846,1.541967,-0.000965
0.051795,0.002484,1.522177,-0.000843
0.051778,0.002164,1.505827,-0.000734
0.05178,0.002362,1.48184,-0.000801
0.051779,0.002345,1.464679,-0.000795
0.051804,0.0026,1.4376,-0.000882
0.051805,0.0026,1.421467,-0.000882
0.051805,0.002599,1.406871,-0.000882
0.051781,0.002442,1.387075,-0.000828
0.051798,0.00256,1.362994,-0.000868
0.051825,0.002683,1.346614,-0.00091
0.051997,0.003478,1.329501,-0.00118
0.051827,0.002714,1.301433,-0.000921
0.051699,0.002262,1.28425,-0.000767
0.051766,0.002544,1.260609,-0.000863
0.051832,0.002756,1.235578,-0.000935
0.051834,0.002753,1.22607,-0.000934
0.051714,0.002406,1.201405,-0.000816
0.051669,0.002311,1.177789,-0.000784
0.051669,0.002315,1.166187,-0.000785
0.051976,0.003046,1.142321,-0.001033
0.052376,0.003911,1.122832,-0.001327
0.052729,0.004634,1.108111,-0.001572
0.05189,0.002874,1.084618,-0.000975
0.051546,0.002233,1.068219,-0.000757
0.05162,0.002413,1.040887,-0.000819
0.051987,0.003065,1.024683,-0.00104
0.052316,0.0036,1.009228,-0.001221
0.051878,0.002866,0.982081,-0.000972
0.051864,0.00286,0.967437,-0.00097
0.05185,0.002844,0.952214,-0.000965
0.051981,0.003029,0.92535,-0.001028
0.051982,0.003025,0.9093,-0.001026
0.052004,0.003053,0.894232,-0.001036
0.05177,0.002754,0.874686,-0.000934
0.051677,0.002649,0.852726,-0.000898
0.051646,0.002613,0.837011,-0.000886
0.05166,0.002631,0.821377,-0.000893
0.051661,0.002633,0.795275,-0.000893
0.051556,0.002522,0.778733,-0.000855
0.051494,0.002466,0.755127,-0.000836
0.051485,0.002458,0.732857,-0.000834
0.051835,0.002787,0.721228,-0.000945
0.052076,0.002985,0.6976,-0.001013
0.051736,0.002687,0.679531,-0.000911
0.05142,0.002435,0.663954,-0.000826
0.051606,0.002597,0.640951,-0.000881
0.051589,0.002584,0.62582,-0.000876
0.051786,0.002728,0.598845,-0.000925
0.051952,0.00284,0.582925,-0.000963
0.052245,0.003035,0.568305,-0.00103
0.052392,0.00312,0.548605,-0.001058
0.051926,0.002828,0.524482,-0.000959
0.051845,0.002792,0.509186,-0.000947
0.051748,0.002739,0.493435,-0.000929
0.051853,0.002799,0.465115,-0.00095
0.051746,0.002746,0.450775,-0.000931
0.052259,0.003002,0.427384,-0.001018
0.051664,0.002725,0.404705,-0.000924
0.051338,0.002586,0.393501,-0.000877
0.051606,0.002714,0.370418,-0.00092
0.052313,0.002998,0.351791,-0.001017
0.052438,0.003029,0.335171,-0.001028
0.051759,0.002783,0.313072,-0.000944
0.051641,0.002758,0.297474,-0.000935
0.051564,0.002738,0.270894,-0.000929
0.051731,0.002788,0.255875,-0.000946
0.051869,0.002823,0.241096,-0.000958
0.053134,0.003143,0.220947,-0.001067
0.05202,0.002866,0.196853,-0.000972
0.051422,0.002751,0.18144,-0.000933
0.051428,0.002765,0.165665,-0.000938
0.051918,0.002857,0.138847,-0.000969
0.052139,0.002884,0.123664,-0.000978
0.051866,0.002842,0.101221,-0.000964
0.051783,0.00284,0.077789,-0.000963
0.051786,0.002842,0.066626,-0.000964
0.054726,0.00306,0.043126,-0.001039
0.066347,0.003683,0.038606,-0.001255
0.076385,0.004062,0.035053,-0.001389
0.103282,0.005136,0.036216,-0.001773
0.11973,0.005736,0.035936,-0.001991
0.146452,0.00667,0.036003,-0.002337
0.163655,0.007292,0.035589,-0.002571
0.179009,0.007812,0.035982,-0.002769
0.198731,0.008514,0.035222,-0.003039
0.222286,0.009341,0.035423,-0.003363
0.237824,0.009882,0.035045,-0.003577
0.253839,0.010443,0.034855,-0.003803
0.282475,0.011414,0.033213,-0.0042
0.298524,0.01195,0.033531,-0.004423
0.322258,0.012759,0.034943,-0.004765
0.345783,0.013567,0.035016,-0.005111
0.357782,0.013988,0.034927,-0.005294
